approach_id,sample_id,side_label,target_lat,target_lon,panoid,pano_lat,pano_lon,pano_distance_m,target_bearing_deg,pano_angle_deg,face,face_delta_deg,shot_date,roadview_link,resolved_url,node_url,status,target_image_path
CW17-B,CW17,B,37.396727708316945,126.92333932668895,1202875183,37.3967142361751,126.92335378929,1.97,319.5,34.5,right,15.0,2025-11-18 15:24:23,"https://map.kakao.com/link/roadview/37.3967277,126.9233393",https://map.kakao.com/?panoid=1202875183&pan=34.5&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483033.0&urlY=1082609.0,https://rv.map.kakao.com/roadview-search/v2/node/1202875183?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW17-B/target.jpg
CW18-A,CW18,A,37.39581829178769,126.9241050997271,1203480723,37.3957956260351,126.924023287149,7.65,70.8,326.1,left,14.7,2025-12-01 14:08:47,"https://map.kakao.com/link/roadview/37.3958183,126.9241051",https://map.kakao.com/?panoid=1203480723&pan=326.1&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483181.0&urlY=1082354.0,https://rv.map.kakao.com/roadview-search/v2/node/1203480723?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW18-A/target.jpg
CW18-B,CW18,B,37.39588836821232,126.92404650027288,1203480726,37.3958676670836,126.923959971978,7.98,73.2,323.5,left,19.7,2025-12-01 14:09:05,"https://map.kakao.com/link/roadview/37.3958884,126.9240465",https://map.kakao.com/?panoid=1203480726&pan=323.5&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483167.0&urlY=1082374.0,https://rv.map.kakao.com/roadview-search/v2/node/1203480726?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW18-B/target.jpg
CW19-A,CW19,A,37.39561913411808,126.9239184646548,1203478741,37.39564421962,126.92396923232,5.28,238.1,147.6,left,0.5,2025-12-01 13:50:22,"https://map.kakao.com/link/roadview/37.3956191,126.9239185",https://map.kakao.com/?panoid=1203478741&pan=147.6&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483169.0&urlY=1082312.0,https://rv.map.kakao.com/roadview-search/v2/node/1203478741?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW19-A/target.jpg
CW19-B,CW19,B,37.39573534588192,126.92413853534521,1203480720,37.3957199808667,126.924086605834,4.9,69.6,326.7,left,12.9,2025-12-01 14:08:44,"https://map.kakao.com/link/roadview/37.3957353,126.9241385",https://map.kakao.com/?panoid=1203480720&pan=326.7&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483195.0&urlY=1082333.0,https://rv.map.kakao.com/roadview-search/v2/node/1203480720?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW19-B/target.jpg
CW20-A,CW20,A,37.39434797316774,126.92501464784056,1203478791,37.3943618429474,126.92503207614,2.18,225.0,146.9,left,-11.9,2025-12-01 13:50:35,"https://map.kakao.com/link/roadview/37.3943480,126.9250146",https://map.kakao.com/?panoid=1203478791&pan=146.9&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483404.0&urlY=1081956.0,https://rv.map.kakao.com/roadview-search/v2/node/1203478791?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW20-A/target.jpg
CW20-B,CW20,B,37.39446220683226,126.92522835215944,1203480668,37.3944448113265,126.92514944156,7.23,74.5,326.1,left,18.4,2025-12-01 14:08:27,"https://map.kakao.com/link/roadview/37.3944622,126.9252284",https://map.kakao.com/?panoid=1203480668&pan=326.1&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483430.0&urlY=1081979.0,https://rv.map.kakao.com/roadview-search/v2/node/1203480668?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW20-B/target.jpg
CW21-A,CW21,A,37.39303756607922,126.92322375721096,1202871152,37.3931028575114,126.92322646908,7.26,181.9,233.4,right,38.5,2025-11-18 11:18:33,"https://map.kakao.com/link/roadview/37.3930376,126.9232238",https://map.kakao.com/?panoid=1202871152&pan=233.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483004.0&urlY=1081607.0,https://rv.map.kakao.com/roadview-search/v2/node/1202871152?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW21-A/target.jpg
CW21-B,CW21,B,37.39310371392077,126.92317024278903,1202871152,37.3931028575114,126.92322646908,4.97,271.1,233.4,front,37.7,2025-11-18 11:18:33,"https://map.kakao.com/link/roadview/37.3931037,126.9231702",https://map.kakao.com/?panoid=1202871152&pan=233.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483004.0&urlY=1081607.0,https://rv.map.kakao.com/roadview-search/v2/node/1202871152?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW21-B/target.jpg
CW22-A,CW22,A,37.39214078880838,126.92361853491747,1202969686,37.3921985561639,126.923728789206,11.67,236.6,327.0,right,-0.4,2025-11-17 11:58:28,"https://map.kakao.com/link/roadview/37.3921408,126.9236185",https://map.kakao.com/?panoid=1202969686&pan=327.0&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483115.0&urlY=1081356.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969686?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW22-A/target.jpg
CW22-B,CW22,B,37.39221919119162,126.92376926508251,1202969686,37.3921985561639,126.923728789206,4.25,57.3,327.0,left,0.3,2025-11-17 11:58:28,"https://map.kakao.com/link/roadview/37.3922192,126.9237693",https://map.kakao.com/?panoid=1202969686&pan=327.0&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483115.0&urlY=1081356.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969686?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW22-B/target.jpg
CW23-A,CW23,A,37.39211628056607,126.92388323781566,1202870512,37.3921698427742,126.923914019243,6.55,204.5,238.8,front,-34.3,2025-11-18 10:22:37,"https://map.kakao.com/link/roadview/37.3921163,126.9238832",https://map.kakao.com/?panoid=1202870512&pan=238.8&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483156.0&urlY=1081348.0,https://rv.map.kakao.com/roadview-search/v2/node/1202870512?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW23-A/target.jpg
CW23-B,CW23,B,37.39216041943393,126.92384736218435,1202870512,37.3921698427742,126.923914019243,5.98,259.9,238.8,front,21.1,2025-11-18 10:22:37,"https://map.kakao.com/link/roadview/37.3921604,126.9238474",https://map.kakao.com/?panoid=1202870512&pan=238.8&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483156.0&urlY=1081348.0,https://rv.map.kakao.com/roadview-search/v2/node/1202870512?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW23-B/target.jpg
CW24-A,CW24,A,37.3920183365017,126.92359267780495,1202969685,37.392122911104,126.923792105155,21.11,236.6,327.1,right,-0.5,2025-11-17 11:58:26,"https://map.kakao.com/link/roadview/37.3920183,126.9235927",https://map.kakao.com/?panoid=1202969685&pan=327.1&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483129.0&urlY=1081335.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969685?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW24-A/target.jpg
CW24-B,CW24,B,37.392087123498314,126.92372492219503,1202969685,37.392122911104,126.923792105155,7.15,236.2,327.1,right,-0.9,2025-11-17 11:58:26,"https://map.kakao.com/link/roadview/37.3920871,126.9237249",https://map.kakao.com/?panoid=1202969685&pan=327.1&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483129.0&urlY=1081335.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969685?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW24-B/target.jpg
CW25-A,CW25,A,37.3919801552276,126.9237435785561,1202969684,37.3920472631004,126.923850903891,12.07,231.8,326.9,right,-5.1,2025-11-17 11:58:25,"https://map.kakao.com/link/roadview/37.3919802,126.9237436",https://map.kakao.com/?panoid=1202969684&pan=326.9&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483142.0&urlY=1081314.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969684?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW25-A/target.jpg
CW25-B,CW25,B,37.3920609447724,126.9238972214439,1202969684,37.3920472631004,126.923850903891,4.37,69.6,326.9,left,12.7,2025-11-17 11:58:25,"https://map.kakao.com/link/roadview/37.3920609,126.9238972",https://map.kakao.com/?panoid=1202969684&pan=326.9&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483142.0&urlY=1081314.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969684?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW25-B/target.jpg
CW26-A,CW26,A,37.39130366285457,126.9243625992532,1202969675,37.3913772621815,126.92441169565,9.26,207.9,326.8,right,-28.9,2025-11-17 11:57:37,"https://map.kakao.com/link/roadview/37.3913037,126.9243626",https://map.kakao.com/?panoid=1202969675&pan=326.8&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483266.0&urlY=1081128.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969675?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW26-A/target.jpg
CW26-B,CW26,B,37.39135683714544,126.92446840074679,1202969675,37.3913772621815,126.92441169565,5.5,114.4,326.8,back,-32.4,2025-11-17 11:57:37,"https://map.kakao.com/link/roadview/37.3913568,126.9244684",https://map.kakao.com/?panoid=1202969675&pan=326.8&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483266.0&urlY=1081128.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969675?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW26-B/target.jpg
CW27-A,CW27,A,37.39045684884471,126.92505581204853,1202969663,37.3904767113621,126.92515338697,8.9,255.6,328.0,right,17.6,2025-11-17 11:57:25,"https://map.kakao.com/link/roadview/37.3904568,126.9250558",https://map.kakao.com/?panoid=1202969663&pan=328.0&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483430.0&urlY=1080878.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969663?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW27-A/target.jpg
CW27-B,CW27,B,37.390526071155286,126.92518498795148,1202969663,37.3904767113621,126.92515338697,6.16,27.0,328.0,left,-31.0,2025-11-17 11:57:25,"https://map.kakao.com/link/roadview/37.3905261,126.9251850",https://map.kakao.com/?panoid=1202969663&pan=328.0&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483430.0&urlY=1080878.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969663?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW27-B/target.jpg
CW28-A,CW28,A,37.39040313736469,126.92534644316888,1202970288,37.3904371948683,126.92535669091,3.89,193.4,58.4,back,-45.0,2025-11-17 13:29:46,"https://map.kakao.com/link/roadview/37.3904031,126.9253464",https://map.kakao.com/?panoid=1202970288&pan=58.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483475.0&urlY=1080867.0,https://rv.map.kakao.com/roadview-search/v2/node/1202970288?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW28-A/target.jpg
CW28-B,CW28,B,37.390506262635306,126.92526195683112,1202969663,37.3904767113621,126.92515338697,10.14,71.1,328.0,left,13.1,2025-11-17 11:57:25,"https://map.kakao.com/link/roadview/37.3905063,126.9252620",https://map.kakao.com/?panoid=1202969663&pan=328.0&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483430.0&urlY=1080878.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969663?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW28-B/target.jpg
CW29-A,CW29,A,37.39031011408944,126.92508866166824,1202970285,37.3903252767099,126.92505416384,3.48,119.0,67.5,left,-38.5,2025-11-17 13:29:43,"https://map.kakao.com/link/roadview/37.3903101,126.9250887",https://map.kakao.com/?panoid=1202970285&pan=67.5&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483408.0&urlY=1080836.0,https://rv.map.kakao.com/roadview-search/v2/node/1202970285?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW29-A/target.jpg
CW29-B,CW29,B,37.390403245910555,126.92504233833175,1202970285,37.3903252767099,126.92505416384,8.73,353.1,67.5,right,15.6,2025-11-17 13:29:43,"https://map.kakao.com/link/roadview/37.3904032,126.9250423",https://map.kakao.com/?panoid=1202970285&pan=67.5&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483408.0&urlY=1080836.0,https://rv.map.kakao.com/roadview-search/v2/node/1202970285?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW29-B/target.jpg
CW30-A,CW30,A,37.39012616733453,126.92409457142617,1202970276,37.3900831978034,126.924105840907,4.88,348.2,110.3,right,-32.1,2025-11-17 13:29:32,"https://map.kakao.com/link/roadview/37.3901262,126.9240946",https://map.kakao.com/?panoid=1202970276&pan=110.3&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483198.0&urlY=1080769.0,https://rv.map.kakao.com/roadview-search/v2/node/1202970276?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW30-A/target.jpg
CW30-B,CW30,B,37.390204712665465,126.92412862857385,1202970276,37.3900831978034,126.924105840907,13.66,8.5,110.3,right,-11.8,2025-11-17 13:29:32,"https://map.kakao.com/link/roadview/37.3902047,126.9241286",https://map.kakao.com/?panoid=1202970276&pan=110.3&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483198.0&urlY=1080769.0,https://rv.map.kakao.com/roadview-search/v2/node/1202970276?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW30-B/target.jpg
CW31-A,CW31,A,37.39032369675492,126.92520600321222,1202969661,37.3903218069797,126.925266465607,5.35,272.3,334.4,right,27.9,2025-11-17 11:57:23,"https://map.kakao.com/link/roadview/37.3903237,126.9252060",https://map.kakao.com/?panoid=1202969661&pan=334.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483455.0&urlY=1080835.0,https://rv.map.kakao.com/roadview-search/v2/node/1202969661?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW31-A/target.jpg
CW31-B,CW31,B,37.39036492324509,126.92534499678776,1202970288,37.3904371948683,126.92535669091,8.1,187.3,58.4,left,38.9,2025-11-17 13:29:46,"https://map.kakao.com/link/roadview/37.3903649,126.9253450",https://map.kakao.com/?panoid=1202970288&pan=58.4&zoom=0&map_type=TYPE_MAP&map_attribute=ROADVIEW&urlX=483475.0&urlY=1080867.0,https://rv.map.kakao.com/roadview-search/v2/node/1202970288?SERVICE=csspano,downloaded,/workspace/scratch/0ad8d7d5b1e3/onway_corridor_mvp/roadview_evidence/approaches/CW31-B/target.jpg
